decile,dt,wieghted_median,wieghted_mean,wieghted_25q,wieghted_high_75q,wieghted_sd
5,2020-03-19,0.374906116961666,0.373915095953664,0.357309048525825,0.390992036556759,0.0303753772651033
7,2020-03-19,0.390384887022951,0.388895602835409,0.371358378591885,0.406063934749254,0.0316153080415697
1,2020-03-19,0.375800662060909,0.373562049832104,0.350543374891617,0.393504348450621,0.0368739681477921
4,2020-03-19,0.373211498528406,0.374114386425339,0.354758529032418,0.392141090585659,0.0278808224218922
2,2020-03-19,0.367512787688872,0.372062889783957,0.353086158036703,0.393976812139401,0.0315610506623377
10,2020-03-19,0.465577972628546,0.46234657500481,0.430904154470508,0.498383400181112,0.0522827346426072
3,2020-03-19,0.371283365166652,0.372566315967998,0.356858383837364,0.389248186177239,0.0275684386059238
1,2020-04-01,0.459076093322819,0.45535792764695,0.430607928766366,0.479582512459507,0.0405848916677389
8,2020-04-01,0.508347874206674,0.510514765700954,0.48717439975665,0.533064107654264,0.0412088852479499
5,2020-04-01,0.472910721003726,0.471836893950895,0.455800498417462,0.487624622395068,0.0321907164390643
4,2020-04-01,0.464334900431751,0.463989465864237,0.443936673617662,0.483974696342407,0.0315568719434513
10,2020-04-01,0.586043852900292,0.579564986935053,0.551874862330191,0.613250287828735,0.0557273416493285
3,2020-04-01,0.461279894950281,0.462369458754497,0.441392212860829,0.479327384394981,0.0333674576905492
2,2020-04-01,0.456416405817999,0.456942837350254,0.44219483671164,0.473132679628074,0.0290369114143493
9,2020-04-01,0.539729292381657,0.541540271921239,0.521386060807075,0.567455871624302,0.0386572670688665
6,2020-04-01,0.48116133309508,0.482059379258155,0.464264894451659,0.49974664664726,0.0307009447460791
6,2020-03-27,0.53097861962662,0.52930456185488,0.510670366482605,0.547166835989417,0.0322077362559868
7,2020-03-27,0.540034598240141,0.541426635936112,0.520851469722277,0.565521893938489,0.0358189646525058
9,2020-03-27,0.587016628793856,0.589107932130088,0.566895494102674,0.613058005624901,0.0387314254387244
5,2020-03-27,0.518920681578586,0.52160878498269,0.503047467075889,0.539259329420674,0.0300871618133363
10,2020-03-27,0.628263028910705,0.623367079870122,0.595086067243327,0.662630713602969,0.0558522222914428
3,2020-03-27,0.505611741522176,0.50862424843947,0.49012293828372,0.525831946692945,0.033914624927466
7,2020-04-14,0.500541690514269,0.500894051157604,0.48048580080407,0.520833755212459,0.0332554715173109
4,2020-04-14,0.476452834021617,0.476557185104508,0.455589143480974,0.495904172127908,0.0336943992831905
1,2020-04-14,0.465550374430853,0.46344423475396,0.441606657343894,0.485899741755649,0.0394435960988085
3,2020-04-14,0.472486206619933,0.471709877072254,0.453309751610006,0.489900164996142,0.0315266477913805
8,2020-04-14,0.515778419679553,0.516441266012779,0.492455062901616,0.540760679831541,0.0402509706258573
5,2020-04-14,0.481009349493512,0.480760955802842,0.462215838253177,0.499402001611644,0.0325531871657896
8,2020-04-11,0.546200237997528,0.544452357568058,0.522449182628596,0.568216498650064,0.0374942271335578
10,2020-04-11,0.61425173452584,0.606196146864488,0.582738639594117,0.63999177032851,0.0590691325954521
3,2020-04-11,0.495942805549878,0.497127743460464,0.479032148352614,0.51462349226767,0.0339850423151532
1,2020-04-11,0.490411443229934,0.488817156654937,0.46699529907422,0.508803405873307,0.037593908443303
5,2020-04-11,0.513446101799869,0.511233176697254,0.492777055947452,0.532516559884489,0.0330307901837757
9,2020-04-11,0.571954361705234,0.571561497058303,0.548934581579073,0.595562088249627,0.0403519271911184
3,2020-04-03,0.480232756461932,0.484893103111532,0.46731409042832,0.507095768221636,0.0327513778375456
5,2020-04-03,0.497663919594022,0.497864851118801,0.480378594814805,0.515090612974595,0.0328084260545263
1,2020-04-03,0.48329981311276,0.481993465100734,0.456285963491281,0.507418720124524,0.0414341145711968
2,2020-04-03,0.483302535294487,0.484485375392267,0.464273087986396,0.502073475100665,0.032474739720094
